"#name","#img","School","City","Country","Description","Forest Health","Insect Damage","Insects Identified","RecentFire","Year of Last Fire","Coniferous Trees","Deciduous Trees","Bushes Present","Tall Grass Present","Deadwood on the floor","Standing Deadwood","Lichens","Lichen Branches","New Trees","Old Trees","Protected Area","Managed Forest?","Evidence of Logging","Average Precipitation this Year","Average Temperature this Year","River, Lake or Spring Nearby?","Distance to Major Road","Distance to Settlement","Date#date","Latitude#number","Longitude#number","#href","See it in GFW#link#hidden"
"Photo 392","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","this is lake Duhovoe","Fair","I don't know","","No","","50-75%","50-75%","Yes","Yes","Small amount","Small amount","Yes","No","50-75%","25-50%","Yes","No","Yes","Normal","Warmer","Yes","0-1km","5-10km","5/3/2016","53.2772244","108.8476294","http://www.globalforestwatch.org/map/13/53.2772244/108.8476294/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/108.8476294/http://www.globalforestwatch.org/map/13/53.2772244/108.8476294/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 393","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","","Fair","No","","I don't know","","50-75%","50-75%","Yes","Yes","Large amount","Large amount","No","No","25-50%","25-50%","Yes","No","Yes","Normal","Warmer","Yes","0-1km","more than 10 km","5/3/2016","53.2773546","108.8420059","http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/108.8420059/http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 394","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","","Fair","I don't know","","No","","50-75%","50-75%","I don't know","Yes","Large amount","Large amount","No","No","50-75%","25-50%","Yes","Yes","Yes","Normal","Warmer","Yes","0-1km","0-1km","5/3/2016","53.2773546","108.8420059","http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/108.8420059/http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 395","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","plant Ivan - tea","Fair","I don't know","","Yes","","50-75%","50-75%","I don't know","Yes","Large amount","Small amount","I don't know","No","50-75%","25-50%","Yes","No","Yes","Normal","Warmer","Yes","0-1km","5-10km","","53.2773546","108.8420059","http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/108.8420059/http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 396","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","","Fair","I don't know","","I don't know","","50-75%","50-75%","I don't know","Yes","Large amount","Large amount","No","No","50-75%","25-50%","Yes","No","Yes","Normal","Warmer","Yes","0-1km","5-10km","5/3/2016","53.2773546","108.8420059","http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/108.8420059/http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 397","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","","Fair","I don't know","","I don't know","","50-75%","50-75%","I don't know","Yes","Small amount","Absent","Yes","No","25-50%","50-75%","Yes","No","Yes","Normal","Warmer","Yes","1-2km","5-10km","5/3/2016","53.2773546","108.8420059","http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/108.8420059/http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 398","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","there is evidence of logging?","Fair","No","","No","","50-75%","50-75%","Yes","Yes","Small amount","Small amount","No","No","25-50%","25-50%","Yes","No","Yes","Normal","Warmer","Yes","1-2km","5-10km","5/3/2016","53.2773546","108.8420059","http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/108.8420059/http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 399","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","","Fair","No","","I don't know","","50-75%","50-75%","Yes","Yes","Large amount","Small amount","No","No","50-75%","Below 25%","Yes","No","Yes","Normal","Warmer","Yes","0-1km","5-10km","5/3/2016","53.2773546","108.8420059","http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/108.8420059/http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 400","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","","Fair","I don't know","","I don't know","","25-50%","50-75%","Yes","Yes","Small amount","Large amount","Yes","No","50-75%","Below 25%","Yes","No","Yes","I don't know","Warmer","Yes","1-2km","more than 10 km","5/3/2016","53.2773546","108.8420059","http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/108.8420059/http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 401","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","Scotch pine","Fair","No","","I don't know","","50-75%","50-75%","I don't know","Yes","Virtually absent","Small amount","No","No","50-75%","25-50%","Yes","No","Yes","Normal","Warmer","Yes","0-1km","more than 10 km","5/3/2016","53.2773546","108.8420059","http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/108.8420059/http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 402","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","","Fair","No","","I don't know","","50-75%","50-75%","Yes","Yes","Large amount","Small amount","No","No","50-75%","25-50%","Yes","No","Yes","Normal","Warmer","Yes","1-2km","5-10km","5/3/2016","53.2773546","108.8420059","http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/108.8420059/http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 403","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","","Fair","No","","No","","50-75%","50-75%","Yes","Yes","Large amount","Small amount","Yes","No","50-75%","Below 25%","Yes","Yes","Yes","Normal","Warmer","Yes","0-1km","more than 10 km","","53.2773546","108.8420059","http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/108.8420059/http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 404","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","","Fair","I don't know","","No","","50-75%","50-75%","Yes","Yes","Small amount","Small amount","No","No","Above 75%","Below 25%","Yes","No","Yes","Normal","Warmer","Yes","5-10km","5-10km","5/3/2016","53.2773546","108.8420059","http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/108.8420059/http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 405","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","","Fair","I don't know","","I don't know","","50-75%","50-75%","Yes","Yes","Virtually absent","Absent","Yes","No","25-50%","25-50%","Yes","No","Yes","Normal","Warmer","Yes","1-2km","more than 10 km","5/3/2016","53.2773546","108.8420059","http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/108.8420059/http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 406","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","","Fair","No","","No","","50-75%","50-75%","Yes","Yes","Large amount","Absent","Yes","No","25-50%","Below 25%","Yes","No","Yes","Normal","Warmer","Yes","0-1km","5-10km","5/3/2016","53.2773546","108.8420059","http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/108.8420059/http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 407","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","","Fair","I don't know","","I don't know","","50-75%","50-75%","Yes","Yes","Large amount","Absent","Yes","No","Above 75%","Below 25%","Yes","No","Yes","Normal","Warmer","Yes","1-2km","5-10km","","53.2773546","108.8420059","http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/108.8420059/http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 408","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","","Fair","No","","No","","50-75%","50-75%","Yes","Yes","Large amount","Small amount","No","No","50-75%","Below 25%","Yes","No","Yes","Normal","Warmer","Yes","0-1km","5-10km","5/3/2016","53.2773546","108.8420059","http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/108.8420059/http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 409","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","","Fair","Yes","","I don't know","","50-75%","50-75%","Yes","Yes","Large amount","Small amount","Yes","No","25-50%","50-75%","Yes","I don't know","Yes","Normal","Warmer","Yes","0-1km","5-10km","5/3/2016","53.2773546","108.8420059","http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/108.8420059/http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 410","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","","Fair","No","","I don't know","","50-75%","50-75%","Yes","No","Small amount","Small amount","Yes","No","50-75%","25-50%","Yes","No","Yes","Normal","Warmer","Yes","0-1km","5-10km","5/3/2016","53.2773546","108.8420059","http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/108.8420059/http://www.globalforestwatch.org/map/13/53.2773546/108.8420059/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 411","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","I see nature life, quiet, light. It is possible to see the waving waves of Baikal. Ashore there is a wooden boat and waits for the owner. All this is similar to the picture from the fairy tale, but such places are actually!","Excellent","No","","No","","Below 25%","Above 75%","Yes","No","Large amount","Large amount","Yes","No","Above 75%","Below 25%","No","I don't know","I don't know","Normal","Warmer","Yes","0-1km","more than 10 km","5/3/2016","53.404978","107.673148","http://www.globalforestwatch.org/map/13/53.404978/107.673148/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/107.673148/http://www.globalforestwatch.org/map/13/53.404978/107.673148/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 412","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","This forest is of pine, birch and others. it is located near the town, and also located near a children's camp. When you walk in this forest, you can feel the fresh air. There are very nice and beutifull. At this photo we can see that the terrain is varied.","Fair","I don't know","","Yes","2015","50-75%","25-50%","Yes","No","Small amount","Small amount","Yes","No","50-75%","25-50%","I don't know","I don't know","I don't know","I don't know","I don't know","Yes","0-1km","5-10km","5/3/2016","51.6885752","107.5128644","http://www.globalforestwatch.org/map/13/51.6885752/107.5128644/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/107.5128644/http://www.globalforestwatch.org/map/13/51.6885752/107.5128644/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 413","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","in this forest a lot of tall trees.","Fair","No","","Yes","2015","50-75%","25-50%","Yes","No","Small amount","Small amount","No","No","50-75%","25-50%","I don't know","I don't know","I don't know","I don't know","I don't know","Yes","0-1km","5-10km","5/3/2016","51.6885752","107.5128644","http://www.globalforestwatch.org/map/13/51.6885752/107.5128644/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/107.5128644/http://www.globalforestwatch.org/map/13/51.6885752/107.5128644/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 414","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","we see a variety of trees in the forest","Fair","I don't know","","I don't know","2015","50-75%","25-50%","Yes","No","Large amount","Small amount","I don't know","I don't know","50-75%","25-50%","I don't know","I don't know","I don't know","I don't know","I don't know","Yes","0-1km","2-5km","5/3/2016","51.6885752","107.5128644","http://www.globalforestwatch.org/map/13/51.6885752/107.5128644/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/107.5128644/http://www.globalforestwatch.org/map/13/51.6885752/107.5128644/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 415","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","in this photo we can see that the trees are a bit smoked from below","Fair","No","","Yes","2015","50-75%","25-50%","Yes","No","Small amount","Small amount","Yes","No","50-75%","25-50%","I don't know","I don't know","I don't know","I don't know","I don't know","Yes","0-1km","more than 10 km","5/3/2016","51.6885752","107.5128644","http://www.globalforestwatch.org/map/13/51.6885752/107.5128644/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/107.5128644/http://www.globalforestwatch.org/map/13/51.6885752/107.5128644/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 416","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","traces of fire","Fair","No","","Yes","2015","50-75%","25-50%","Yes","No","Small amount","Small amount","I don't know","No","25-50%","25-50%","I don't know","I don't know","I don't know","Normal","I don't know","Yes","0-1km","5-10km","5/3/2016","51.6885752","107.5128644","http://www.globalforestwatch.org/map/13/51.6885752/107.5128644/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/107.5128644/http://www.globalforestwatch.org/map/13/51.6885752/107.5128644/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 417","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","this is a photo I took not far from the road. We see that for the already-grown trees begin life young and new. I think the hope is that we will save our beautiful forests","Fair","Yes","","Yes","2015","50-75%","25-50%","Yes","No","Large amount","Very large amount","No","No","25-50%","50-75%","I don't know","I don't know","I don't know","Normal","Normal","Yes","0-1km","5-10km","5/3/2016","51.6885752","107.5128644","http://www.globalforestwatch.org/map/13/51.6885752/107.5128644/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/107.5128644/http://www.globalforestwatch.org/map/13/51.6885752/107.5128644/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 418","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","you can see that we don't chop forests near small roads, we try to live in harmony with nature. look! how beautiful and rich this forest!","Fair","I don't know","","Yes","2015","50-75%","25-50%","Yes","No","Small amount","Absent","No","No","Below 25%","Above 75%","I don't know","I don't know","I don't know","Normal","Normal","Yes","0-1km","5-10km","5/3/2016","51.6879872","107.5049422","http://www.globalforestwatch.org/map/13/51.6879872/107.5049422/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/107.5049422/http://www.globalforestwatch.org/map/13/51.6879872/107.5049422/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 419","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","in the forest I found an edible mushroom and its name boletus. therefore, we can assume that despite the fires, the fungi grow and life continues in the forest","Excellent","I don't know","","Yes","2015","50-75%","25-50%","Yes","No","Small amount","Small amount","No","No","50-75%","Below 25%","I don't know","I don't know","I don't know","Normal","Normal","Yes","0-1km","5-10km","5/3/2016","51.6885752","107.5128644","http://www.globalforestwatch.org/map/13/51.6885752/107.5128644/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/107.5128644/http://www.globalforestwatch.org/map/13/51.6885752/107.5128644/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 420","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","","I don't know","No","","I don't know","","25-50%","50-75%","No","Yes","Large amount","Large amount","Yes","No","25-50%","Below 25%","No","I don't know","I don't know","Normal","Normal","No","0-1km","5-10km","5/3/2016","","","",""
"Photo 421","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","Wonderful summer landscape. On the river bank the boat which for certain waits for the owner. It is a lot of Russian birches. And all this, the proof that wonderful places in the wood still remained.","Fair","No","","No","","Below 25%","Above 75%","Yes","Yes","Small amount","Small amount","No","No","25-50%","25-50%","No","Yes","No","Drier","Warmer","Yes","0-1km","more than 10 km","5/3/2016","52.023575","106.8507774","http://www.globalforestwatch.org/map/13/52.023575/106.8507774/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/106.8507774/http://www.globalforestwatch.org/map/13/52.023575/106.8507774/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 422","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","The autumn wood, in всеё to its beauty. Trees, high with yellow leaves. The Bezvolny river in which float, fallen leaves.","Fair","No","","No","","Below 25%","Above 75%","Yes","Yes","Small amount","Small amount","Yes","No","Above 75%","Below 25%","Yes","No","I don't know","Normal","Normal","Yes","0-1km","1-2km","4/30/2016","52.0281256","106.8396788","http://www.globalforestwatch.org/map/13/52.0281256/106.8396788/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/106.8396788/http://www.globalforestwatch.org/map/13/52.0281256/106.8396788/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 423","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","I see dense forest without the effects of fire.","I don't know","No","","Yes","2015","25-50%","25-50%","Yes","I don't know","Small amount","Small amount","No","No","Below 25%","Above 75%","Yes","I don't know","Yes","Normal","Warmer","Yes","","0-1km","4/30/2016","52.1015764","107.4877857","http://www.globalforestwatch.org/map/13/52.1015764/107.4877857/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/107.4877857/http://www.globalforestwatch.org/map/13/52.1015764/107.4877857/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
